PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating_Number,Total_Coating_Steps_Group,Targeting_Type,Bioconjugation_nature,PEG_Coat,Therapeutic_Molecule_Type,Dose_Group,IC50,Delivery_Efficiency_Values,Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy_A,Therapy_B,Therapy_C,Combined_Therapy_Grouped,Study strategy,Imaging_A,Imaging_B,Imaging_C,Imaging_D
27862808,Angew Chem Int Ed Engl,2016,10.1002/anie.201608338,Inorganic,Hybrid,Systemic,IV,>200 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,Photoacoustic,None,None
27871990,J Control Release,2017,10.1016/j.jconrel.2016.11.021,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,Metal compound,0~5 mg/kg,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Multiple-dose,93,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Immunotherapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
27874119,Nanoscale,2016,10.1039/c6nr07062k,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,High,Passive,None,PEGylated,Anthracycline,0~5 mg/kg,No,4.3,Yes,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,Not Reported,Not Reported,Not Reported,24.1,11.8,5.9,Liver,Lung,Kidney,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,CT,None,None
27879041,Small,2017,10.1002/smll.201602747,Inorganic,Silica,Systemic,IV,10~100 nm,Positive,Sphere,No coating,None,Passive,None,Non PEGylated,Anthracycline,5~10 mg/kg,Yes,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,99.44751381,Very High,Not Reported,Not Reported,Not Reported,Liver,Kidney,Lung,Photothermal therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
27882633,Angew Chem Int Ed Engl,2016,10.1002/anie.201609043,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,>50 mg/kg,No,Not Reported,No,1,Not Reported,Not Reported,Not Reported,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
27910990,Nanoscale,2017,10.1039/c6nr07004c,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,High,Passive,None,Non PEGylated,Taxane,>50 mg/kg,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,83.83673469,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27921316,Adv Mater,2017,10.1002/adma.201604894,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,98.55297,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,Photoacoustic,None,None,None
27933825,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b07770,Inorganic,Hybrid,Local,Intratumoral,10~100 nm,Not Reported,Other,Multilayer,High,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Single-dose,24.31507,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Therapy,None,None,None,None
27934068,ACS Nano,2016,10.1021/acsnano.6b05070,Inorganic,Gold,Systemic,IV,10~100 nm,Neutral,Sphere,Multilayer,High,Passive,None,PEGylated,Anthracycline,Not Reported,No,7.52,Yes,Not Reported,Xenograft orthotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,Fluorescence,Photoacoustic,None,None
27934080,ACS Nano,2016,10.1021/acsnano.6b06051,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Multiple-dose,66.89667058,Low,Not Reported,Not Reported,Not Reported,Liver,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Therapy,None,None,None,None
27936417,Biomaterials,2017,10.1016/j.biomaterials.2016.11.057,Inorganic,Silica,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Very High,Passive,None,Non PEGylated,Hypoxic cytotoxin,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Other,Not Applicable,Not Reported,97.19101124,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,Chemotherapy,None,Combination therapy,Theragnosis,MRI,None,None,None
27936561,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b12865,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,77.08333333,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Therapy,None,None,None,None
27939904,Biomaterials,2017,10.1016/j.biomaterials.2016.11.056,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Other,Monolayer,Medium,Active,Covalent,PEGylated,Anthracycline,5~10 mg/kg,No,Not Reported,No,2,Allograft heterotopic,Immunocompromised,Skin,Not Applicable,Single-dose,97.96187,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Fluorescence,None,None,None
27960458,Nano Lett,2016,10.1021/acs.nanolett.6b03122,Inorganic,Iron oxide,Local,Intratumoral,10~100 nm,Not Reported,Sphere,Multilayer,High,Active,Electrostatic,Non PEGylated,Anthracycline,10~50 mg/kg,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Single-dose,97.36456808,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27991503,Nat Commun,2016,10.1038/ncomms13818,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,4,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Immunotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27997794,ACS Nano,2017,10.1021/acsnano.6b05949,Inorganic,Silica,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,High,Passive,None,PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Photoacoustic,None,None,None
28005331,ACS Nano,2017,10.1021/acsnano.6b05630,Inorganic,Iron oxide,Systemic,IV,>200 nm,Neutral,Sphere,Multilayer,High,Active,Covalent,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,92.88246912,High,194.2833985,55.71374082,15.71469438,Liver,Lung,Spleen,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
28024382,ACS Nano,2016,10.1021/acsnano.6b05113,Inorganic,Gold,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,High,Passive,None,Non PEGylated,Photosensitizer,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,Single-dose,100,Very High,57.2,43.1,22.1,Kidney,Liver,Lung,Photodynamic therapy,Photothermal therapy,None,Combination therapy,Theragnosis,Fluorescence,None,None,None
28045496,ACS Nano,2017,10.1021/acsnano.6b06815,Inorganic,Iron oxide,Systemic,IV,>200 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Biologic,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,84.17043205,Medium,344.0298507,37.31343284,20.14925373,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,Ultrasound,None,None
28049064,Biomaterials,2017,10.1016/j.biomaterials.2016.12.027,Inorganic,Gold,Local,Intratumoral,100~200 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,Not Reported,Not Reported,33,33,16,Liver,Kidney,Lung,None,None,None,None,Diagnosis,Fluorescence,MRI,CT,None
28068066,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b13351,Inorganic,Gold,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,Medium,Passive,None,PEGylated,None,0~5 mg/kg,No,2.16,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Colon,Not Applicable,Multiple-dose,58.73929,Low,2291.2,818.1,698.1,Liver,Spleen,Lung,Photodynamic therapy,Photothermal therapy,None,Combination therapy,Theragnosis,Fluorescence,None,None,None
28094297,Nat Commun,2017,10.1038/ncomms14069,Inorganic,Gold,Local,Intratumoral,0~10 nm,Not Reported,Sphere,Multilayer,Medium,Active,Covalent,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Skin,Not Applicable,Single-dose,98.29894,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Therapy,None,None,None,None
28107631,ACS Nano,2017,10.1021/acsnano.6b06658,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Rod,Multilayer,Medium,Passive,None,PEGylated,Non-steroidal anti-inflammatory,0~5 mg/kg,No,23.2,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,97.92412,High,124.5,117.9,23.2,Liver,Spleen,Lung,Photothermal therapy,None,None,Monotherapy,Therapy,None,None,None,None
28117993,ACS Nano,2017,10.1021/acsnano.6b07866,Inorganic,Hybrid,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,None,Not Reported,Yes,Not Reported,No,5.7,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,100,Very High,Not Reported,Not Reported,Not Reported,Liver,Kidney,Spleen,Photothermal therapy,None,None,Monotherapy,Theragnosis,Fluorescence,Photoacoustic,None,None
28118704,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b15185,Inorganic,Hybrid,Local,Intratumoral,100~200 nm,Negative,Sphere,Monolayer,High,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,99.49109415,Very High,1280.7,691.4,628.7,Spleen,Liver,Lung,Photothermal therapy,None,None,Monotherapy,Theragnosis,Ultrasound,CT,Photoacoustic,Thermal
28131043,Biomaterials,2017,10.1016/j.biomaterials.2017.01.021,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Rod,Multilayer,Low,Passive,None,PEGylated,Photosensitizer,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompromised,Breast,Metastatic,Single-dose,97.02970297,High,1.3,1.1,0.9,Liver,Kidney,Lung,Photothermal therapy,Photodynamic therapy,None,Combination therapy,Theragnosis,Photoacoustic,Other,None,None
28134383,Nanoscale,2017,10.1039/c6nr08172j,Inorganic,Gold,Systemic,IV,10~100 nm,Neutral,Other,Monolayer,Low,Passive,None,PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,26.35253,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Radiotherapy,None,None,Monotherapy,Therapy,None,None,None,None
28145723,Nano Lett,2017,10.1021/acs.nanolett.6b05055,Inorganic,Silica,Systemic,IV,0~10 nm,Neutral,Sphere,Multilayer,High,Passive,None,Non PEGylated,None,>50 mg/kg,No,1.8,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Multiple-dose,98.23321555,Very High,43,5.9,5.8,Kidney,Spleen,Liver,Other,None,None,Monotherapy,Theragnosis,MRI,CT,None,None
28150848,Nanoscale,2017,10.1039/c7nr00033b,Inorganic,Iron oxide,Systemic,IV,>200 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,Taxane,Not Reported,Yes,27.4,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,92.91637871,High,109.4890511,67.88321168,51.56934307,Liver,Spleen,Kidney,Photodynamic therapy,Chemotherapy,None,Combination therapy,Theragnosis,MRI,Fluorescence,None,None
28152380,Biomaterials,2017,10.1016/j.biomaterials.2017.01.007,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Other,Monolayer,Medium,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Ovary,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Theragnosis,Photoacoustic,None,None,None
28186215,Nanoscale,2017,10.1039/c7nr00089h,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
28187393,Biomaterials,2017,10.1016/j.biomaterials.2017.01.043,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Multiple-dose,93.23743942,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Magnetic hyperthermia,None,None,Monotherapy,Therapy,None,None,None,None
28206771,Nano Lett,2017,10.1021/acs.nanolett.6b04865,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,1,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Liver,Spleen,Not Reported,None,None,None,None,Diagnosis,Other,None,None,None
28256824,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b00490,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,100,Very High,Not Reported,Not Reported,Not Reported,Liver,Spleen,Lung,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,Fluorescence,None,None
28263051,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b16486,Inorganic,Gold,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,Very High,Active,Covalent,PEGylated,Antimetabolite,Not Reported,No,28.77,Yes,1,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Multiple-dose,100,Very High,81.06,34.13,31.63,Liver,Spleen,Kidney,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,MRI,None,None,None
28272874,ACS Nano,2017,10.1021/acsnano.7b00133,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Neutral,Sphere,Multilayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,8.69,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Multiple-dose,87.55076923,Medium,355.1208285,253.0494822,111.9677791,Spleen,Liver,Lung,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
28279919,Biomaterials,2017,10.1016/j.biomaterials.2017.02.037,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Low,Active,Covalent,PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,76,Medium,631.9900291,288.4088076,231.2006647,Spleen,Liver,Kidney,Ultrasound,None,None,Monotherapy,Theragnosis,MRI,None,None,None
28285157,Nanomedicine,2017,10.1016/j.nano.2017.02.014,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Single-dose,92.87288332,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Fluorescence,Photoacoustic,None,None
28295679,Adv Mater,2017,10.1002/adma.201603917,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Monolayer,Very High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,Other,None,None
28320205,ACS Nano,2017,10.1021/acsnano.7b00944,Inorganic,Silica,Systemic,IV,10~100 nm,Positive,Sphere,Monolayer,High,Passive,None,Non PEGylated,Photosensitizer,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Cervix,Not Applicable,Single-dose,93.09551208,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Theragnosis,CT,MRI,Luminescence,None
28323295,Nanoscale,2017,10.1039/c7nr01064h,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Sphere,Monolayer,Low,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,Not Reported,Not Reported,126.7,79.2,32.4,Liver,Kidney,Lung,None,None,None,None,Diagnosis,Fluorescence,MRI,CT,None
28325685,Biomaterials,2017,10.1016/j.biomaterials.2017.03.010,Inorganic,Silica,Systemic,IV,100~200 nm,Neutral,Sphere,Monolayer,Very High,Passive,None,PEGylated,Anthracycline-Biologic,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Multiple-dose,91.80327869,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
28336375,J Control Release,2017,10.1016/j.jconrel.2017.03.035,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Taxane,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Brain,Not Applicable,Multiple-dose,68.4,Low,77.52911624,37.95387075,4.955469285,Liver,Lung,Kidney,Magnetic hyperthermia,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
28363770,Nanomedicine,2017,10.1016/j.nano.2017.03.014,Inorganic,Silica,Local,Other,10~100 nm,Negative,Sphere,Monolayer,High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Other,Not Reported,Colon,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Fluorescence,None,None,None
28370987,Small,2017,10.1002/smll.201604228,Inorganic,Silica,Systemic,IV,>200 nm,Not Reported,Sphere,Multilayer,Medium,Active,Covalent,Non PEGylated,Anthracycline,Not Reported,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Pancreas,Not Applicable,Multiple-dose,87.65432099,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
28371376,Small,2017,10.1002/smll.201603990,Inorganic,Gold,Systemic,IV,>200 nm,Negative,Sphere,Multilayer,Medium,Passive,None,PEGylated,Taxane,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Multiple-dose,70.88949,Low,23.8,19.4,19.4,Kidney,Lung,Liver,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Ultrasound,None,None,None
